Type	Product	Quantity	Weight (lbs)	Servings	Delivery Date	Month	Year	Pantry
Greens	Kale	3 large bags	0.75	4.00	6/30/20	Jun	2020	
Greens	Mixed Greens	2 large bags	0.5	2.67	6/30/20	Jun	2020	
Herbs	Basil	1 large bag	0.23	7.36	7/10/20	Jul	2020	
Herbs	Cilantro	3 large bags	0.37	11.84	7/10/20	Jul	2020	
Vegetables	Cucumbers	8	2.70	12.34	7/10/20	Jul	2020	
Herbs	Dill	9 small bags	0.39	12.48	7/10/20	Jul	2020	
Vegetables	Peppers	1	0.25	0.75	7/10/20	Jul	2020	
Greens	Kale	3 large bags	0.73	3.89	7/10/20	Jul	2020	
Vegetables	Peas	1 small bag	0.34	1.55	7/10/20	Jul	2020	
Herbs	Sage	4 small bags	0.11	3.52	7/10/20	Jul	2020	
Vegetables	Yellow squash	7	2.6	11.89	7/10/20	Jul	2020	
Vegetables	Zucchini	12	6.3	28.80	7/10/20	Jul	2020	
Vegetables	Cucumbers	6	1.40	6.40	7/14/20	Jul	2020	
Greens	Kale	2 large bags	0.75	4.00	7/14/20	Jul	2020	
Vegetables	Yellow squash	6	1.98	9.05	7/14/20	Jul	2020	
Vegetables	Zucchini	5	2.14	9.78	7/14/20	Jul	2020	
Vegetables	Beans	4 boxes	3.56	18.99	7/17/20	Jul	2020	
Vegetables	Tomatoes	4	0.06	0.15	7/17/20	Jul	2020	
Vegetables	Cucumbers	2	0.63	2.88	7/17/20	Jul	2020	
Vegetables	Yellow squash	13	5.11	23.36	7/17/20	Jul	2020	
Vegetables	Zucchini	4	1.7	7.77	7/17/20	Jul	2020	
Vegetables	Beans	1 large bag	1.91	10.19	7/20/20	Jul	2020	
Vegetables	Cucumbers	11	3.06	13.99	7/20/20	Jul	2020	
Vegetables	Eggplant	8	2.78	12.71	7/20/20	Jul	2020	
Vegetables	Peas	1 small bag	0.23	1.05	7/20/20	Jul	2020	
Vegetables	Yellow squash	11	4.14	18.93	7/20/20	Jul	2020	
Vegetables	Zucchini	11	6.02	27.52	7/20/20	Jul	2020	
Herbs	Basil	2 large bags	0.36	11.52	7/24/20	Jul	2020	
Vegetables	Beans	3 boxes	2.04	10.88	7/24/20	Jul	2020	
Vegetables	Cucumbers	12	3.26	14.90	7/24/20	Jul	2020	
Greens	Kale	3 large bags	1.45	7.73	7/24/20	Jul	2020	
Vegetables	Tomatoes	.5 boxes	0.56	1.41	7/24/20	Jul	2020	
Vegetables	Yellow squash	3	1.11	5.07	7/24/20	Jul	2020	
Vegetables	Zucchini	11	6.25	28.57	7/24/20	Jul	2020	
Vegetables	Beans	3 boxes	1.79	9.55	7/28/20	Jul	2020	
Vegetables	Cucumbers	7	2.21	10.10	7/28/20	Jul	2020	
Vegetables	Eggplant	3	0.98	4.48	7/28/20	Jul	2020	
Vegetables	Tomatoes	1 box	1.2	3.02	7/28/20	Jul	2020	
Vegetables	Yellow squash	12	5.66	25.87	7/28/20	Jul	2020	
Vegetables	Zucchini	10	8.57	39.18	7/28/20	Jul	2020	
Herbs	Basil	1.5 large bags	0.19	6.08	8/1/20	Aug	2020	
Vegetables	Beans	1 large box	0.8	4.27	8/1/20	Aug	2020	
Vegetables	Cucumbers	10	8.28	37.85	8/1/20	Aug	2020	
Vegetables	Eggplant	3	0.89	4.07	8/1/20	Aug	2020	
Vegetables	Peppers	3	0.56	1.69	8/1/20	Aug	2020	
Vegetables	Tomatoes	3 pint + 1 large	3.19	8.04	8/1/20	Aug	2020	
Vegetables	Yellow squash	10	5.61	25.65	8/1/20	Aug	2020	
Vegetables	Zucchini	4	4.83	22.08	8/1/20	Aug	2020	
Vegetables	Beans	..5 large box	0.42	2.24	8/4/20	Aug	2020	
Vegetables	Cucumbers	13	6.49	29.67	8/4/20	Aug	2020	
Vegetables	Tomatoes	1 large box + 2	1.24	3.12	8/4/20	Aug	2020	
Vegetables	Yellow squash	1	0.5	2.29	8/4/20	Aug	2020	
Vegetables	Zucchini	5	4.1	18.74	8/4/20	Aug	2020	
Vegetables	Beans	1 small box	0.51	2.72	8/7/20	Aug	2020	
Vegetables	Cucumbers	8	3.31	15.13	8/7/20	Aug	2020	
Vegetables	Peppers	3 bell	0.48	1.45	8/7/20	Aug	2020	
Vegetables	Peppers	3 banana	0.12	0.36	8/7/20	Aug	2020	
Vegetables	Tomatoes	1 XL box	2.15	5.42	8/7/20	Aug	2020	
Vegetables	Tomatoes	12	4.48	11.29	8/7/20	Aug	2020	
Vegetables	Tomatoes	13	1.84	4.64	8/7/20	Aug	2020	
Vegetables	Yellow squash	7	4.1	18.74	8/7/20	Aug	2020	
Vegetables	Zucchini	9	7.8	35.66	8/7/20	Aug	2020	
Vegetables	Beans	1 large box	0.63	3.36	8/10/20	Aug	2020	
Vegetables	Cucumbers	2	1.20	5.49	8/10/20	Aug	2020	
Vegetables	Tomatoes	1 lg box, 1 sm box	2.1	5.29	8/10/20	Aug	2020	
Vegetables	Tomatoes	10	3	7.56	8/10/20	Aug	2020	
Vegetables	Yellow squash	5	3	13.71	8/10/20	Aug	2020	
Vegetables	Zucchini	8	11.78	53.85	8/10/20	Aug	2020	
Herbs	Basil	2 bags	0.31	9.92	8/14/20	Aug	2020	
Vegetables	Beans	3 bags	1.93	10.29	8/14/20	Aug	2020	
Vegetables	Cucumbers	19	10.51	48.05	8/14/20	Aug	2020	
Vegetables	Garlic	10	0.27	8.64	8/14/20	Aug	2020	
Greens	Kale	6 bags	1.42	7.57	8/14/20	Aug	2020	
Vegetables	Onions	7	1.4	4.23	8/14/20	Aug	2020	
Vegetables	Peppers	3	0.44	1.33	8/14/20	Aug	2020	
Vegetables	Tomatoes	2 box	3	7.56	8/14/20	Aug	2020	
Vegetables	Tomatoes	1 peck box, 1 lg box	12.26	30.89	8/14/20	Aug	2020	
Vegetables	Yellow squash	13	8.43	38.54	8/14/20	Aug	2020	
Vegetables	Zucchini	10	12.29	56.18	8/14/20	Aug	2020	
Vegetables	Beans		0.56	2.99	8/18/20	Aug	2020	
Vegetables	Cucumbers	9	5.79	26.47	8/18/20	Aug	2020	
Vegetables	Eggplant		1.43	6.54	8/18/20	Aug	2020	
Vegetables	Peppers		0.39	1.18	8/18/20	Aug	2020	
Greens	Swiss Chard		0.34	1.81	8/18/20	Aug	2020	
Vegetables	Tomatoes		4.68	11.79	8/18/20	Aug	2020	
Vegetables	Yellow squash	6	3.54	16.18	8/18/20	Aug	2020	
Vegetables	Zucchini	6	6.1	27.89	8/18/20	Aug	2020	
Vegetables	Beans	1 lg box 2 bags	1.89	10.08	8/21/20	Aug	2020	
Vegetables	Cucumbers	3	1.86	8.50	8/21/20	Aug	2020	
Greens	Kale	3 bags	0.86	4.59	8/21/20	Aug	2020	
Vegetables	Onions	12	1.26	3.80	8/21/20	Aug	2020	
Herbs	Parsley	2 bunch	0.96	30.72	8/21/20	Aug	2020	
Vegetables	Peppers	6 yellow (sm)	0.16	0.48	8/21/20	Aug	2020	
Vegetables	Tomatoes	4 sm 1 lg box	5.38	13.56	8/21/20	Aug	2020	
Vegetables	Tomatoes	cardboard box	9.53	24.01	8/21/20	Aug	2020	
Vegetables	Yellow squash	3	1.99	9.10	8/21/20	Aug	2020	
Vegetables	Zucchini	5	4.25	19.43	8/21/20	Aug	2020	
Vegetables	Cucumbers	5	1.56	7.13	8/24/20	Aug	2020	
Vegetables	Peppers	10	1.26	3.80	8/24/20	Aug	2020	
Vegetables	Tomatoes	4 pint	2.99	7.53	8/24/20	Aug	2020	
Vegetables	Tomatoes	XL bag	10.78	27.16	8/24/20	Aug	2020	
Vegetables	Tomatoes	1 lg box	2.88	7.26	8/24/20	Aug	2020	
Vegetables	Tomatoes	XL box	6.75	17.01	8/24/20	Aug	2020	
Vegetables	Yellow squash	6	4.99	22.81	8/24/20	Aug	2020	
Vegetables	Zucchini	9	11.1	50.74	8/24/20	Aug	2020	
Vegetables	Beans	4 bags	2.93	15.63	8/28/20	Aug	2020	
Fruit	Cantaloupe	1	1.76	5.03	8/28/20	Aug	2020	
Vegetables	Cucumbers	9	5.75	26.29	8/28/20	Aug	2020	
Greens	Kale	3 bags	0.56	2.99	8/28/20	Aug	2020	
Vegetables	Peppers	4	0.72	2.17	8/28/20	Aug	2020	
Vegetables	Peppers	7	0.67	2.02	8/28/20	Aug	2020	
Vegetables	Tomatoes	6 pints	4.25	10.71	8/28/20	Aug	2020	
Vegetables	Tomatoes	Lg box	13.65	34.39	8/28/20	Aug	2020	
Vegetables	Tomatoes	2 pints, 1 peck	6.65	16.76	8/28/20	Aug	2020	
Vegetables	Yellow squash	9	5.72	26.15	8/28/20	Aug	2020	
Vegetables	Zucchini	15	18.15	82.97	8/28/20	Aug	2020	
Vegetables	Acorn squash	2	1.99	4.39	8/31/20	Aug	2020	
Fruit	Cantaloupe	3	4.26	12.17	8/31/20	Aug	2020	
Vegetables	Cucumbers	8	6.35	29.03	8/31/20	Aug	2020	
Vegetables	Peppers	2	0.48	1.45	8/31/20	Aug	2020	
Vegetables	Peppers	6	0.58	1.75	8/31/20	Aug	2020	
Vegetables	Peppers	6	0.18	0.54	8/31/20	Aug	2020	
Vegetables	Tomatoes	3 pints	2.28	5.74	8/31/20	Aug	2020	
Vegetables	Tomatoes	18	7.22	18.19	8/31/20	Aug	2020	
Vegetables	Tomatoes	2 XL Box	4.18	10.53	8/31/20	Aug	2020	
Vegetables	Yellow squash	2	0.98	4.48	8/31/20	Aug	2020	
Vegetables	Zucchini	5	3.61	16.50	8/31/20	Aug	2020	
Vegetables	Acorn squash	3	2.11	4.66	9/2/20	Sep	2020	
Vegetables	Beans	3 bags	1.82	9.71	9/2/20	Sep	2020	
Vegetables	Peppers	2	0.3	0.91	9/2/20	Sep	2020	
Vegetables	Tomatoes	4 pints	3.11	7.84	9/2/20	Sep	2020	
Vegetables	Tomatoes	21	6.41	16.15	9/2/20	Sep	2020	
Vegetables	Tomatoes	XL Box	2.11	5.32	9/2/20	Sep	2020	
Vegetables	Yellow squash	3	1.68	7.68	9/2/20	Sep	2020	
Vegetables	Zucchini	3	3.26	14.90	9/2/20	Sep	2020	
Vegetables	Acorn Squash	3	1.98	4.37	9/8/20	Sep	2020	
Vegetables	Beans	1 bag	0.48	2.56	9/8/20	Sep	2020	
Fruit	Cantaloupe	1	1.63	4.66	9/8/20	Sep	2020	
Vegetables	Cucumbers	5	5.23	23.91	9/8/20	Sep	2020	
Vegetables	Peppers	2	0.39	1.18	9/8/20	Sep	2020	
Vegetables	Tomatoes	7 pints	4.4	11.09	9/8/20	Sep	2020	
Vegetables	Tomatoes	18	7.26	18.29	9/8/20	Sep	2020	
Vegetables	Tomatoes	5 lg box	6.68	16.83	9/8/20	Sep	2020	
Vegetables	Yellow squash	1	0.46	2.10	9/8/20	Sep	2020	
Vegetables	Zucchini	5	6.95	31.77	9/8/20	Sep	2020	
Fruit	Cantaloupe	2	2.03	5.80	9/11/20	Sep	2020	
Vegetables	Peppers	1 XL box	1.31	3.95	9/11/20	Sep	2020	
Vegetables	Radishes	3	0.21	1.12	9/11/20	Sep	2020	
Vegetables	Tomatoes	1 XL box, 2 Lg box, 2 pint	6.68	16.83	9/11/20	Sep	2020	
Vegetables	Tomatoes	2 XXL box	14	35.28	9/11/20	Sep	2020	
Vegetables	Beans, wax	4 bags, 1XXL box, 1 XL box, 2 lg box	9.52	50.77	9/11/20	Sep	2020	
Vegetables	Yellow squash	9	6.71	30.67	9/11/20	Sep	2020	
Vegetables	Zucchini	6	9.74	44.53	9/11/20	Sep	2020	
Fruit	Cantaloupe	3	3.19	9.11	9/15/20	Sep	2020	
Vegetables	Eggplant	1	0.75	3.43	9/15/20	Sep	2020	
Vegetables	Tomatoes		26	65.51	9/15/20	Sep	2020	
Vegetables	Beans, wax	4 bags	3.75	20.00	9/15/20	Sep	2020	
Vegetables	Yellow squash	6	4.13	18.88	9/15/20	Sep	2020	
Vegetables	Zucchini	7	6.13	28.02	9/15/20	Sep	2020	
Vegetables	Butternut Squash	1	2.69	5.94	9/18/20	Sep	2020	
Fruit	Cantaloupe		1	2.86	9/18/20	Sep	2020	
Vegetables	Peppers	1	0.06	0.18	9/18/20	Sep	2020	
Vegetables	Tomatillos	5	0.44	1.50	9/18/20	Sep	2020	
Vegetables	Tomatoes		18.38	46.31	9/18/20	Sep	2020	
Vegetables	Beans, wax		2.38	12.69	9/18/20	Sep	2020	
Vegetables	Yellow squash		1	4.57	9/18/20	Sep	2020	
Vegetables	Zucchini		0.88	4.02	9/18/20	Sep	2020	
Fruit	Cantaloupe	2	4.4	12.57	9/21/20	Sep	2020	
Vegetables	Tomatoes		5.6	14.11	9/21/20	Sep	2020	
Vegetables	Tomatoes		26.2	66.02	9/21/20	Sep	2020	
Vegetables	Yellow squash	2	2.96	13.53	9/21/20	Sep	2020	
Vegetables	Zucchini	3	4.44	20.30	9/21/20	Sep	2020	
Vegetables	Peppers	3	0.42	1.27	9/25/20	Sep	2020	
Vegetables	Tomatoes	8 pints	6.1	15.37	9/25/20	Sep	2020	
Vegetables	Tomatoes		5.25	13.23	9/25/20	Sep	2020	
Vegetables	Yellow squash	3	1.25	5.71	9/25/20	Sep	2020	
Vegetables	Zucchini	2	0.65	2.97	9/25/20	Sep	2020	
Vegetables	Peppers	3	0.42	1.27	9/28/20	Sep	2020	
Vegetables	Tomatoes	8 pints	6.1	15.37	9/28/20	Sep	2020	
Vegetables	Tomatoes		5.25	13.23	9/28/20	Sep	2020	
Vegetables	Beans, wax	5 boxes	11.25	60.00	9/28/20	Sep	2020	
Vegetables	Yellow squash	3	1.25	5.71	9/28/20	Sep	2020	
Vegetables	Zucchini	2	0.65	2.97	9/28/20	Sep	2020	
Vegetables	Eggplant	1	1.15	5.26	10/3/20	Oct	2020	
Vegetables	Peppers	3	0.37	1.12	10/3/20	Oct	2020	
Vegetables	Tomatillos	12	0.93	3.17	10/3/20	Oct	2020	
Vegetables	Tomatoes	7 pints	5.1	12.85	10/3/20	Oct	2020	
Vegetables	Tomatoes		1.46	3.68	10/3/20	Oct	2020	
Vegetables	Tomatoes	1 quart	1.55	3.91	10/3/20	Oct	2020	
Vegetables	Yellow squash	4	1.69	7.73	10/3/20	Oct	2020	
Vegetables	Zucchini	1	0.34	1.55	10/3/20	Oct	2020	
Vegetables	Peppers	4	0.5	1.51	10/6/20	Oct	2020	
Vegetables	Tomatillos		0.5	1.70	10/6/20	Oct	2020	
Vegetables	Tomatoes		10	25.20	10/6/20	Oct	2020	
Vegetables	Yellow squash	4	2.5	11.43	10/6/20	Oct	2020	
Vegetables	Zucchini	4	5.5	25.14	10/6/20	Oct	2020	
Greens	Arugula	3 bags	1.1	5.87	10/12/20	Oct	2020	
Vegetables	Peppers	4	0.6	1.81	10/12/20	Oct	2020	
Vegetables	Radishes	4	0.4	2.13	10/12/20	Oct	2020	
Vegetables	Tomatoes		9.6	24.19	10/12/20	Oct	2020	
Vegetables	Yellow squash	3	1.2	5.49	10/12/20	Oct	2020	
Vegetables	Peppers	15	0.94	2.84	10/17/20	Oct	2020	
Vegetables	Tomatoes		1.52	3.83	10/17/20	Oct	2020	
Vegetables	Tomatoes		5.88	14.82	10/17/20	Oct	2020	
Vegetables	Tomatoes		14.1	35.53	10/17/20	Oct	2020	
Vegetables	Tomatoes		4.55	11.46	10/17/20	Oct	2020	
Vegetables	Yellow squash	2	1.32	6.03	10/17/20	Oct	2020	
Vegetables	Zucchini	5	5.64	25.78	10/17/20	Oct	2020	
Greens	Mixed Greens	3 gallons	1.5	8.00	5/4/21	May	2021	
Greens	Mixed Greens		5.31	28.32	5/14/21	May	2021	
Vegetables	Radishes		1.56	8.32	5/14/21	May	2021	
Vegetables	Broccoli		1.43	4.32	5/21/21	May	2021	
Greens	Mixed Greens		6.9	36.80	5/21/21	May	2021	
Vegetables	Radishes		3.5	18.67	5/21/21	May	2021	
Vegetables	Broccoli		1.4	4.23	5/27/21	May	2021	
Greens	Mixed Greens		2.6	13.87	5/27/21	May	2021	
Vegetables	Radishes		1	5.33	5/27/21	May	2021	
Greens	Mixed Greens		1.4	7.47	6/1/2021	Jun	2021	
Vegetables	Radishes		0.16	0.85	6/1/21	Jun	2021	
Herbs	Dill		2.45	78.40	6/11/21	Jun	2021	
Greens	Kale		2.79	14.88	6/11/21	Jun	2021	
Greens	Mixed Greens		10.98	58.56	6/11/21	Jun	2021	
Herbs	Oregano		0.16	5.12	6/11/21	Jun	2021	
Vegetables	Radishes		4.73	25.23	6/11/21	Jun	2021	
Herbs	Sage		0.35	11.20	6/11/21	Jun	2021	
Vegetables	Peas		0.75	3.43	6/16/21	Jun	2021	
Herbs	Basil		0.28	8.96	6/18/2021	Jun	2021	
Vegetables	Carrots		1.50	8.57	6/18/2021	Jun	2021	
Herbs	Dill		0.06	1.92	6/18/2021	Jun	2021	
Greens	Mixed Greens		6	32.00	6/18/2021	Jun	2021	
Vegetables	Peppers		0.47	1.42	6/18/2021	Jun	2021	
Vegetables	Radishes		1.98	10.56	6/18/2021	Jun	2021	
Vegetables	Carrots		2.00	11.43	6/26/21	Jun	2021	
Greens	Mixed Greens		1.93	10.29	6/26/2021	Jun	2021	
Vegetables	Tomatoes		0.33	0.83	6/26/21	Jun	2021	
Vegetables	Yellow squash		18	82.29	6/26/21	Jun	2021	
Vegetables	Eggplant		0.7	3.20	6/29/21	Jun	2021	
Greens	Mixed Greens		2.9	15.47	6/29/21	Jun	2021	
Vegetables	Peppers		0.9	2.72	6/29/21	Jun	2021	
Fruit	Strawberries		0.2	0.76	6/29/21	Jun	2021	
Vegetables	Tomatoes		0.4	1.01	6/29/21	Jun	2021	
Vegetables	Yellow squash		10.7	48.91	6/29/21	Jun	2021	
Vegetables	Zucchini		20.8	95.09	6/29/21	Jun	2021	
Herbs	Basil		0.11	3.52	7/2/21	Jul	2021	
Vegetables	Cucumbers		1.64	7.50	7/2/21	Jul	2021	
Herbs	Dill		0.55	17.60	7/2/21	Jul	2021	
Vegetables	Eggplant		0.35	1.60	7/2/21	Jul	2021	
Vegetables	Peppers		0.84	2.54	7/2/21	Jul	2021	
Vegetables	Tomatoes		0.1	0.25	7/2/21	Jul	2021	
Vegetables	Yellow squash		13.86	63.36	7/2/21	Jul	2021	
Vegetables	Zucchini		11.37	51.98	7/2/21	Jul	2021	
Vegetables	Cucumbers		2.05	9.37	7/6/21	Jul	2021	
Vegetables	Eggplant		0.39	1.78	7/6/21	Jul	2021	
Greens	Kale		0.51	2.72	7/6/21	Jul	2021	
Greens	Mixed Greens		2.21	11.79	7/6/21	Jul	2021	
Vegetables	Peppers		2.76	8.33	7/6/21	Jul	2021	
Vegetables	Tomatoes		0.45	1.13	7/6/21	Jul	2021	
Vegetables	Yellow squash		19.37	88.55	7/6/21	Jul	2021	
Vegetables	Zucchini		20.11	91.93	7/6/21	Jul	2021	
Herbs	Basil		0.24	7.68	7/9/2021	Jul	2021	
Vegetables	Beans		2.82	15.04	7/9/2021	Jul	2021	
Vegetables	Carrots		3.59	20.51	7/9/2021	Jul	2021	
Vegetables	Cucumbers		7.99	36.53	7/9/2021	Jul	2021	
Vegetables	Daikon Radish		3.03	16.16	7/9/2021	Jul	2021	
Vegetables	Eggplant		0.81	3.70	7/9/2021	Jul	2021	
Vegetables	Garlic		0.74	23.68	7/9/2021	Jul	2021	
Greens	Mixed Greens		1.44	7.68	7/9/2021	Jul	2021	
Greens	Kale		1.82	9.71	7/9/2021	Jul	2021	
Greens	Mixed Greens		12.52	66.77	7/9/2021	Jul	2021	
Vegetables	Onions		2.24	6.76	7/9/2021	Jul	2021	
Vegetables	Peppers		0.7	2.11	7/9/2021	Jul	2021	
Vegetables	Yellow squash		7.71	35.25	7/9/2021	Jul	2021	
Vegetables	Zucchini		12.06	55.13	7/9/2021	Jul	2021	
Vegetables	Cucumbers		12.29	56.18	7/12/21	Jul	2021	
Vegetables	Yellow squash		4.81	21.99	7/12/21	Jul	2021	
Vegetables	Zucchini		7.96	36.39	7/12/21	Jul	2021	
Vegetables	Beans		8.14	43.41	7/13/21	Jul	2021	
Vegetables	Cucumbers		4.89	22.35	7/13/21	Jul	2021	
Vegetables	Yellow squash		5.44	24.87	7/13/21	Jul	2021	
Vegetables	Zucchini		10.74	49.10	7/13/21	Jul	2021	
Vegetables	Beans		16.06	85.65	7/16/21	Jul	2021	
Vegetables	Cucumbers		7.17	32.78	7/16/21	Jul	2021	
Vegetables	Eggplant		0.88	4.02	7/16/21	Jul	2021	
Greens	Mixed Greens		2.06	10.99	7/16/21	Jul	2021	
Greens	Kale		0.4	2.13	7/16/21	Jul	2021	
Vegetables	Onions		0.02	0.06	7/16/21	Jul	2021	
Vegetables	Peppers		1.35	4.08	7/16/21	Jul	2021	
Vegetables	Tomatoes		2.53	6.37	7/16/21	Jul	2021	
Vegetables	Yellow squash		23.8	108.80	7/16/21	Jul	2021	
Vegetables	Zucchini		30.19	138.01	7/16/21	Jul	2021	
Vegetables	Beans		20.24	107.95	7/19/21	Jul	2021	
Vegetables	Cucumbers		39.79	181.90	7/19/21	Jul	2021	
Vegetables	Eggplant		1.02	4.66	7/19/21	Jul	2021	
Vegetables	Peppers		10.73	32.39	7/19/21	Jul	2021	
Fruit	Strawberries		0.24	0.91	7/19/21	Jul	2021	
Vegetables	Tomatillos		1.98	6.74	7/19/21	Jul	2021	
Vegetables	Tomatoes		10.87	27.39	7/19/21	Jul	2021	
Vegetables	Yellow squash		10.85	49.60	7/19/21	Jul	2021	
Vegetables	Zucchini		12.15	55.54	7/19/21	Jul	2021	
Vegetables	Daikon Radish		0.60	3.20	7/21/21	Jul	2021	
Vegetables	Peppers		3.62	10.93	7/21/21	Jul	2021	
Vegetables	Tomatillos		1.45	4.94	7/21/21	Jul	2021	
Vegetables	Tomatoes		9.73	24.52	7/21/21	Jul	2021	
Herbs	Basil		0.45	14.40	7/23/21	Jul	2021	
Vegetables	Beans		4.48	23.89	7/23/21	Jul	2021	
Vegetables	Beets		8.65	28.83	7/23/21	Jul	2021	
Vegetables	Cucumbers		20.95	95.77	7/23/21	Jul	2021	
Flowers	Flower bouquets	6	0	0.00	7/23/21	Jul	2021	
Herbs	Herbs		0.48	15.36	7/23/21	Jul	2021	
Greens	Kale		3.2	17.07	7/23/21	Jul	2021	
Greens	Mixed Greens		3.53	18.83	7/23/21	Jul	2021	
Greens	Swiss Chard		1.25	6.67	7/23/21	Jul	2021	
Vegetables	Tomatillos		6.45	21.96	7/23/21	Jul	2021	
Vegetables	Tomatoes		14.83	37.37	7/23/21	Jul	2021	
Vegetables	Yellow squash		7.26	33.19	7/23/21	Jul	2021	
Vegetables	Zucchini		19.97	91.29	7/23/21	Jul	2021	
Vegetables	Beans		6.49	34.61	7/26/21	Jul	2021	
Vegetables	Cucumbers		35.99	164.53	7/26/21	Jul	2021	
Vegetables	Daikon Radish		17.32	92.37	7/26/21	Jul	2021	
Vegetables	Eggplant		0.92	4.21	7/26/21	Jul	2021	
Flowers	Flower bouquets	6	0	0.00	7/26/21	Jul	2021	
Vegetables	Okra		0.43	1.97	7/26/21	Jul	2021	
Vegetables	Tomatillos		1.51	5.14	7/26/21	Jul	2021	
Vegetables	Tomatoes		29.48	74.28	7/26/21	Jul	2021	
Vegetables	Yellow squash		5.41	24.73	7/26/21	Jul	2021	
Vegetables	Zucchini		14.31	65.42	7/26/21	Jul	2021	
Vegetables	Beans		3.15	16.80	7/28/21	Jul	2021	
Vegetables	Cucumbers		6.24	28.53	7/28/21	Jul	2021	
Vegetables	Eggplant		1.23	5.62	7/28/21	Jul	2021	
Greens	Mixed Greens		0.51	2.72	7/28/21	Jul	2021	
Vegetables	Tomatoes		8.47	21.34	7/28/21	Jul	2021	
Vegetables	Yellow squash		1.12	5.12	7/28/21	Jul	2021	
Vegetables	Zucchini		5.51	25.19	7/28/21	Jul	2021	
Flowers	Flower bouquets	10	0	0.00	7/29/21	Jul	2021	
Vegetables	Cucumbers		5.00	22.86	7/30/21	Jul	2021	
Vegetables	Beans		1.51	8.05	7/31/21	Jul	2021	
Greens	Mixed Greens		0.31	1.65	7/31/21	Jul	2021	
Vegetables	Okra		0.14	0.64	7/31/21	Jul	2021	
Vegetables	Peppers		1.6	4.83	7/31/21	Jul	2021	
Vegetables	Tomatillos		3.5	11.91	7/31/21	Jul	2021	
Vegetables	Tomatoes		56.34	141.96	7/31/21	Jul	2021	
Vegetables	Yellow squash		5.74	26.24	7/31/21	Jul	2021	
Vegetables	Zucchini		9.58	43.79	7/31/21	Jul	2021	
Vegetables	Beans		6.99	37.28	8/2/21	Aug	2021	
Vegetables	Cucumbers		22.04	100.75	8/2/21	Aug	2021	
Vegetables	Edamame		12.11	35.23	8/2/21	Aug	2021	
Vegetables	Eggplant		2.26	10.33	8/2/21	Aug	2021	
Greens	Kale		1.83	9.76	8/2/21	Aug	2021	
Vegetables	Okra		0.54	2.47	8/2/21	Aug	2021	
Vegetables	Peppers		3.78	11.41	8/2/21	Aug	2021	
Greens	Swiss Chard		1.06	5.65	8/2/21	Aug	2021	
Vegetables	Tomatillos		3.21	10.93	8/2/21	Aug	2021	
Vegetables	Tomatoes		83.42	210.19	8/2/21	Aug	2021	
Vegetables	Yellow squash		11.33	51.79	8/2/21	Aug	2021	
Vegetables	Zucchini		11.12	50.83	8/2/21	Aug	2021	
Vegetables	Beans		3.97	21.17	8/4/21	Aug	2021	
Vegetables	Cucumbers		7.00	32.00	8/4/21	Aug	2021	
Vegetables	Daikon Radish		1.10	5.87	8/4/21	Aug	2021	
Vegetables	Eggplant		0.4	1.83	8/4/21	Aug	2021	
Vegetables	Peppers		1.31	3.95	8/4/21	Aug	2021	
Vegetables	Tomatillos		2.24	7.63	8/4/21	Aug	2021	
Vegetables	Tomatoes		76.9	193.76	8/4/21	Aug	2021	
Vegetables	Yellow squash		0.8	3.66	8/4/21	Aug	2021	
Vegetables	Zucchini		3.4	15.54	8/4/21	Aug	2021	
Herbs	Basil		0.31	9.92	8/6/21	Aug	2021	
Vegetables	Beans		1.01	5.39	8/6/21	Aug	2021	
Vegetables	Cucumbers		10.79	49.33	8/6/21	Aug	2021	
Vegetables	Daikon Radish		4.87	25.97	8/6/21	Aug	2021	
Vegetables	Eggplant		1.19	5.44	8/6/21	Aug	2021	
Herbs	Oregano		0.02	0.64	8/6/21	Aug	2021	
Vegetables	Peppers		6.02	18.17	8/6/21	Aug	2021	
Herbs	Rosemary		0.1	3.20	8/6/21	Aug	2021	
Vegetables	Tomatillos		0.55	1.87	8/6/21	Aug	2021	
Vegetables	Tomatoes		56.3	141.86	8/6/21	Aug	2021	
Vegetables	Yellow squash		2.49	11.38	8/6/21	Aug	2021	
Vegetables	Zucchini		7.31	33.42	8/6/21	Aug	2021	
Vegetables	Beans		1.3	6.93	8/9/21	Aug	2021	
Vegetables	Cucumbers		18.54	84.75	8/9/21	Aug	2021	
Vegetables	Daikon Radish		20.27	108.11	8/9/21	Aug	2021	
Flowers	Flower bouquets	8	0	0.00	8/9/21	Aug	2021	
Greens	Kale		2.45	13.07	8/9/21	Aug	2021	
Vegetables	Okra		1.12	5.12	8/9/21	Aug	2021	
Vegetables	Onions		1.46	4.41	8/9/21	Aug	2021	
Vegetables	Peppers		3.32	10.02	8/9/21	Aug	2021	
Fruit	Strawberries		0.51	1.94	8/9/21	Aug	2021	
Greens	Swiss Chard		0.93	4.96	8/9/21	Aug	2021	
Vegetables	Tomatillos		0.7	2.38	8/9/21	Aug	2021	
Vegetables	Tomatoes		76.54	192.86	8/9/21	Aug	2021	
Vegetables	Yellow squash		5.11	23.36	8/9/21	Aug	2021	
Vegetables	Zucchini		25.88	118.31	8/9/21	Aug	2021	
Vegetables	Beans		0.16	0.85	8/11/21	Aug	2021	
Vegetables	Cucumbers		8.53	38.99	8/11/21	Aug	2021	
